source,id,text,researcher,year,aggressive,hate
twitter,-,RT @user Diz não às drogas. https://t.co/7IyAMHQ3LH,fortuna et al,2019,0,0
twitter,-,"""11 dicas de como fazer – e manter - amizade com outra mulher"" - post de hoje no nosso blog! > > > https://t.co/ium7VO5vPM",fortuna et al,2019,0,0
twitter,-,"Dona Marisa morre: perseguição do Moro junto com a Globo
Apoiadores do Bolsonaro dão suas opiniões: discurso de ód _ https://t.co/mM9PYVTi2d",fortuna et al,2019,0,0
twitter,-,"RT @user DEEM UMA LIDA NISSO, FAZENDO O FAVOR!!!
E item 6, ITEM 6!!!!!! https://t.co/DIr7jXnGwP",fortuna et al,2019,0,0
twitter,-,RT @user Olhem a 3 com carinho  https://t.co/0gHWdvipAP,fortuna et al,2019,0,0
twitter,-,RT @user as mais puras verdades  https://t.co/F5WKm8GRaH,fortuna et al,2019,0,0
twitter,-,RT @user Pronto! Já está escolhido o candidato.. Imagem do presidente do partido.. Lol https://t.co/Wws2zBEjYa,fortuna et al,2019,0,0
twitter,-,"RT @user O item 3 dessa lista tem que ser impresso e distribuído! eu já sofri da síndrome ""tenho mais amigos homens que mulheres"" _",fortuna et al,2019,0,0
twitter,-,"RT @user As dicas 1 e 6 são incríveis, vale a pena ler <3
Mas hoje, eu só queria imprimir a 9 e colar na testa. https://t.co/BA _",fortuna et al,2019,0,0
twitter,-,"""bolsonaro não ganhou a votação para presidência da câmara pq ele é honesto"" https://t.co/ORMgW6phSB",fortuna et al,2019,0,0
twitter,-,Na hora de não votar no Bolsonaro todos os políticos são corruptos. Na hora de votar pelo impeachment não. Parabéns _ https://t.co/ojg0Ku0gjw,fortuna et al,2019,0,0
twitter,-,"Perfeito! Parabéns, Trump! https://t.co/612VZsRkFE",fortuna et al,2019,0,0
twitter,-,"Sim, Arnold Schwarzenegger fez um péssimo trabalho como governador da California e ainda pior no Aprendiz...mas pelo menos se esforçou!",fortuna et al,2019,0,0
twitter,-,"O Iran está brincando com fogo - eles não agradecem pelo quão ""legal"" presidente Obama foi com eles. Porque eu não serei!",fortuna et al,2019,0,0
twitter,-,Quem fala assim não é gago. Força #Trump! https://t.co/A8WHoJXVGi,fortuna et al,2019,0,0
twitter,-,Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!,fortuna et al,2019,0,0
twitter,-,Reunião com os maiores líderes executivos esta manhã. Bons empregos estão voltando aos EUA. Saúde e impostos estão sendo planejados AGORA!,fortuna et al,2019,0,0
twitter,-,"Bagunceiros profissionais, bandidos e manifs. pagos mostram que os milhões que votaram PRA TORNAR A AMÉRICA GRANDE NOVAMENTE estavam certos.",fortuna et al,2019,0,0
twitter,-,Um terrorista radical islâmico acabou de atacar o Museu do Louvre em Paris. Turistas ficaram presos. França de novo. SEJAM ESPERTOS EUA.,fortuna et al,2019,0,0
twitter,-,"Existem várias formas de noticiar um mesmo assunto. Infelizmente, alguns escolhem e pior. Felizmente, outros não. https://t.co/gKjEYzrsDb",fortuna et al,2019,0,0
twitter,-,"Fico imaginando se o @user realmente acha que se mulheres negras q não ""chegaram lá"" por sofrerem racismo são ""vitimistas"".",fortuna et al,2019,1,1
twitter,-,"O racismo que mulheres negras e latinas sofrem nas áreas de ciência, tecnologia, engenharia e matemática > https://t.co/TPqO635N7z",fortuna et al,2019,1,1
twitter,-,"@user @user tem problema não, pode pegar qq outra crítica pra colocar ali no lugar do prosa livre q da no mesmo.",fortuna et al,2019,0,0
twitter,-,"""ain mas de repente nem foi assim"". Mano, pq vcs acham q eu postei isso sem ler o texto? É um apelo à meritocracia q nem diz o título.",fortuna et al,2019,0,0
twitter,-,"RT @user Vamos lá a ver se entendi...
O PAN é a contra a eutanásia nos animais, mas a favor da legalização da eutanásia nos seres _",fortuna et al,2019,0,0
twitter,-,"Ouviu, @user ? Militar não sai disparando a esmo... https://t.co/MYEpw842bH",fortuna et al,2019,0,0
twitter,-,"RT @user Pq as aspas, seus bundas? https://t.co/EXTeDb5CCO",fortuna et al,2019,0,0
twitter,-,"Não gente, poderiam ter sido 2 criticas mesmo. Não se prendem a isso não. https://t.co/vB3Aceu8pY",fortuna et al,2019,0,0
twitter,-,"@user Não importa. Pode colocar no outro exemplo uma crítica tb q não fale de ""vitimismo"" que dá no mesmo.",fortuna et al,2019,0,0
twitter,-,"É já amanhã que estreamos o ""Overdose de Tourete"" no Casino da Figueira.
Só arrancamos depois do FCP-SCP.
Bilhetes _ https://t.co/lXFcaKEFV2",fortuna et al,2019,0,0
twitter,-,@user Mesma crítica. ok? ok. https://t.co/lj0glfQ0IE,fortuna et al,2019,0,0
twitter,-,"A @user e seu programa de sexo acham um absurdo as famílias não falarem abertamente de sexo em casa. 
Até pq ela certamente...",fortuna et al,2019,0,0
twitter,-,"...senta na mesa e pergunta p/ filho se ele já se masturbou hj, e ele pergunta como foi a transa dela e papai.
Hipócritas! @user",fortuna et al,2019,0,0
twitter,-,RT @user O Campeonato da Estupidez Humana continua https://t.co/emTl0KDhIA,fortuna et al,2019,0,0
twitter,-,[EXTRAOFICIAL] O terrorista do Louvre é um egípcio de 29 anos que chegou na França mês passado. Equipe. https://t.co/xLvxIyGJ8I,fortuna et al,2019,0,0
twitter,-,Egípcio tenta entrar no Louvre com uma naifa - Terrorista. Canadiano de olhos azuis dispara sobre 40 pessoas numa mesquita - Lobo Solitário.,fortuna et al,2019,1,1
twitter,-,"RT @user O amor e sexo foi lacranteeee chora família tradicional 
Enquanto isso no mundo real teu pai tá vendo praça é nossa https://t.co _",fortuna et al,2019,0,0
twitter,-,RT @user Vamos levantar a hastag #IvesGandraFilhoMinistroSTF  Agora é pressão total @user Copie e poste na sua timeline! RT,fortuna et al,2019,0,0
twitter,-,@user dizem que não...,fortuna et al,2019,0,0
twitter,-,RT @user O Estado pode defender-se do processo do Sócrates alegando falência.,fortuna et al,2019,0,0
twitter,-,"Sócrates processa Estado português! Ou seja, Nós, vamos ter d o indemnizar. A transferência será feita direta/ para ele ou através do amigo?",fortuna et al,2019,0,0
twitter,-,"Sócrates processa o Estado português. Mas, para provar a sua inocência, irá doar a indemnização recebida para abater na dívida pública.",fortuna et al,2019,0,0
twitter,-,RT @user Coimbra: Instrutor de artes marciais é candidato do PNR à Câmara https://t.co/xsDpPSMIrX,fortuna et al,2019,0,0
twitter,-,"Dois erros: 
Primeira vítima fatal da Lava-Jato foi Teori.
Operação Lava-Jato não é palhaçada. https://t.co/3tDrP1bqvM",fortuna et al,2019,0,0
twitter,-,"Falou ""populista"" já sei que é da turma 'fake news' e RETARDADO! https://t.co/Dr87lJ0zBg",fortuna et al,2019,0,0
twitter,-,"Devemos manter o ""mal"" fora do nosso país!",fortuna et al,2019,0,0
twitter,-,"Agradece-se esse empurrão vindo do outro lado do Atlântico para dar o golpe de misericórdia na famigerada @user 
#BREXIT #PEXIT",fortuna et al,2019,0,0
twitter,-,"O #PNR, ao contrário do desinteresse dos demais partidos e dos órgãos de soberania, apoia a justa luta dos cabindas.
https://t.co/zwF4xKVKEe",fortuna et al,2019,0,0
twitter,-,"A  ética da imprensa regional contrasta com o cartel da comunicação social de alcance nacional.
Felicito o _ https://t.co/Y7oD6CcInV",fortuna et al,2019,0,0
twitter,-,"Além da tremenda baboseira, a quantidade de erros de português é absurda! Qq meio de comunicação sério teria vergon _ https://t.co/GL3iqhkscG",fortuna et al,2019,0,0
twitter,-,Como é que o Marcelo deixou passar esta oportunidade única para convidar o @user a dar um mergulho na praia da Costa Nova? SAD...,fortuna et al,2019,0,0
twitter,-,"Agora deu ""tilt"" no @user , a AMEBA que teve a cara de pau de comparar Trump com Hugo Chavez. https://t.co/G24QMKa7Be",fortuna et al,2019,0,0
twitter,-,Outros países cobram empresas americanas impostos e tarifas enquanto os EUA cobra pouco ou nada. Deveríamos cobrar _ https://t.co/jce7jLgG4E,fortuna et al,2019,0,0
twitter,-,"Quando um país não pode mais dizer quem pode e quem não pode entrar e sair, principalmente por razões de segurança _ https://t.co/SRAMKmz4dJ",fortuna et al,2019,1,1
twitter,-,Interessante alguns países do Oriente Médio concordarem com o veto. Eles sabem que se algumas pessoas forem permiti _ https://t.co/aG4hAE6SCI,fortuna et al,2019,0,0
twitter,-,"A opinião deste tal juiz, que praticamente impede que as forças de segurança do nosso país funcionem, é ridícula e _ https://t.co/8qI1p2s6OH",fortuna et al,2019,0,0
twitter,-,"Após forçado a se desculpar pela péssima e imprecisa cobertura de mim após vencer as eleições, o NOTÍCIAS FALSAS _ https://t.co/CL5tReCGYP",fortuna et al,2019,0,0
twitter,-,VAMOS TORNAR A AMÉRICA GRANDE NOVAMENTE! https://t.co/nfknPlmIQp,fortuna et al,2019,0,0
twitter,-,@user @user Acho que a irmã da minha namorada está a falar contigo,fortuna et al,2019,0,0
twitter,-,@user @user Sou ou sou um bom cunhado?,fortuna et al,2019,0,0
twitter,-,"Trump preconceituoso, racista!
Não, péra... https://t.co/m2MSgTkk48",fortuna et al,2019,0,0
twitter,-,RT @user Esse vídeo é ótimo https://t.co/qQM0QcEFji,fortuna et al,2019,0,0
twitter,-,"Que rumo estamos tomando quando um juiz pode interromper um veto de Seg. Interna e qlqr um, até mesmo mal intencion _ https://t.co/xAuNPZOSot",fortuna et al,2019,0,0
twitter,-,"Por conta do veto ter sido interrompido por um juiz, pessoas muito ruins e perigosas podem estar entrando em nosso _ https://t.co/yx163hlUg6",fortuna et al,2019,0,0
twitter,-,"Luana foi morta ao solicitar que fosse revistada por uma policial mulher, o que era um direito dela. O caso foi... https://t.co/2W2KWnbQOC",fortuna et al,2019,0,0
twitter,-,"Nas redes sociais, as ativistas criaram uma ""vaquinha"" para ajudar no pagamento das dívidas. Até a publicação... https://t.co/x7laK54K62",fortuna et al,2019,0,0
twitter,-,"RT @user Cúpula do @user reunida em #Cantanhede.
Organização interna: estratégia, dinamismo e preparação de acções a curto e médio _",fortuna et al,2019,0,0
twitter,-,"A bazófia de Jesus é tão grande que, para não assumir os seus erros, até abafa o Palhinha!...",fortuna et al,2019,0,0
twitter,-,"Por que os advogados não analisam e usam a decisão da Corte Federal de Boston, que entra em conflito com essa ridíc _ https://t.co/ZSS0kdR9Dz",fortuna et al,2019,0,0
twitter,-,"O @user merece parabéns por dar uma @user no @user do @user
Da série ao vivo™_ https://t.co/py30uxfU7p",fortuna et al,2019,0,0
twitter,-,O juiz abre nosso país para possíveis terroristas e outros que não tem como objetivo nossos melhores interesses. Os _ https://t.co/tL74UdFmnb,fortuna et al,2019,1,1
twitter,-,RT @user E ai clã https://t.co/Cvq3lwzVU3,fortuna et al,2019,0,0
twitter,-,"@user Devem ser respondido: ""chama de puta, vadia e manda ir lavar uma louça"".",fortuna et al,2019,1,1
twitter,-,Dirigentes da cúpula do #PNR  reuniram ontem em Cantanhede. O trabalho não pára. https://t.co/Fu3aNGRnz8,fortuna et al,2019,0,0
twitter,-,"As refeições na #AssembleiaRepública deveriam ser iguais às das cantinas das escolas. Isso sim, seria dar o exemplo!
@user @user",fortuna et al,2019,0,0
twitter,-,"Não acredito que um juiz colocaria nosso país em tal risco. Se algo acontecer, culpe-o junto com o sis. legal. Estã _ https://t.co/ctA8G3dZjP",fortuna et al,2019,0,0
twitter,-,"O arranque da Tour ""Overdose de Tourette -OTR"" foi assim.
A caravana segue já dia 10 para Vila Real e dia 11 para a _ https://t.co/vkP9WZ5Sa8",fortuna et al,2019,0,0
twitter,-,Instrui que a Segurança Interna auditasse as pessoas vindo ao nosso país com MUITO CUIDADO. Os tribunais estão difi _ https://t.co/ZBy2NJSOgt,fortuna et al,2019,0,0
twitter,-,Serei entrevistado por @user às 4:00 PM (antes do Pre-Game Show do #SuperBowl ) na Fox Network. Divirta-se! https://t.co/T7olTFi2wR,fortuna et al,2019,0,0
twitter,-,Assista o #SuperBowl e então continuamos a: TORNAR A AMÉRICA GRANDE NOVAMENTE! https://t.co/X5q81zWwt5,fortuna et al,2019,0,0
twitter,-,"O @user em sua dose diária de anti-trumpismo. 
Quando vão fazer reportagem sobre os 16 países que proíbem entrada de israelenses??",fortuna et al,2019,0,0
twitter,-,Não sou fã da Lady Gaga mas tenho de admitir que ela está provavelmente a fazer o melhor show de intervalo da história do #SuperBowl,fortuna et al,2019,0,0
twitter,-,"A primeira parte dos Patriots foi horrível.
Alguém me sabe dizer se o Palhinha também joga lá?
#SuperBowl",fortuna et al,2019,0,0
twitter,-,RT @user Quando o ônibus lotado faz a curva  https://t.co/oKK3tvABLX,fortuna et al,2019,0,0
twitter,-,Há quem queira desarmar a Polícia. O que acontece desde sexta no #CaosES é o que aconteceria no país inteiro caso isso fosse acontecer.,fortuna et al,2019,0,0
twitter,-,"Que grande retorno e vitória dos Patriots. Tom Brady, Bob Kraft e Coach B são verdadeiros campeões. Nossa! https://t.co/lRFnP19NKz",fortuna et al,2019,0,0
twitter,-,"Agenda actualizada para os próximos meses:
https://t.co/vvezwg8Gx2",fortuna et al,2019,0,0
twitter,-,"+ de 50mil empresas encerradas e de 10mil em insolvência nesta governação.
Em Jan.17 já são estas. Baixar o desempr _ https://t.co/UzsGoF0p2q",fortuna et al,2019,0,0
twitter,-,"Espírito Santo está mostrando q acabar c polícia dá certo sim! 
Ou, como diria @user , é só iluminar a cidade! #sqn #ESpedesocorro",fortuna et al,2019,0,0
twitter,-,"Qlqr pesquisa negativa é notícia falsa, como da CNN, ABC e NBC nas eleições. Desculpa, o povo quer segurança nas fr _ https://t.co/OGluzXPHbE",fortuna et al,2019,0,0
twitter,-,"Alexandre Moraes não deveria sequer ter sido Ministro, agora ocupará uma cadeira no STF? Gsus",fortuna et al,2019,0,0
twitter,-,"Eu tomo minhas decisões amplamente embasado em dados coletadas e todos sabem. Alguns jornais de NOTÍCIAS FALSAS, pr _ https://t.co/Xug8AiwJOd",fortuna et al,2019,0,0
twitter,-,"Dizem que o muro do Trump não será eficaz, mas olhem que os chineses construíram um há mais de 2000 anos e ainda não têm lá mexicanos...",fortuna et al,2019,0,0
twitter,-,RT @user Vamos fazer um bingo com os neurônios da galera que acha que desmilitarizar a PM é acabar com a polícia. https://t.co/wHyNKb _,fortuna et al,2019,0,0
twitter,-,RT @user já ganhou https://t.co/NOTHkcg7v4,fortuna et al,2019,0,0
twitter,-,Serei entrevistado no @user hoje a noite às 8:00 PM (0:00 [BR]). https://t.co/FyCYeroSrs,fortuna et al,2019,0,0
twitter,-,"O @user falido escreve total ficção sobre mim. Cobriram tudo errado por 2 anos, e agora estão inventando fontes _ https://t.co/tUx5x5KdG2",fortuna et al,2019,0,0
twitter,-,"@user @user @user 
Senhor Primeiro Ministro, corte nas gorduras do Estado e nas mordomias para os dirigentes. Isso, sim!",fortuna et al,2019,0,0
twitter,-,"Pela primeira vez, o #PNR presente em #Coimbra nas Autárquicas.
Coimbra terá assim mais encanto!
@user _ https://t.co/P3rJoqBCgm",fortuna et al,2019,0,0
twitter,-,Filhos de pai incógnito quase duplicaram em 2016! Eu já andava desconfiado que há por aqui cada vez mais filhos da put@user,fortuna et al,2019,1,1
twitter,-,"RT @user Espero que a autobiografia do Cavaco venha impressa em papel de folha dupla.
- Se alguém mo oferecer, arranjo-lhe util _",fortuna et al,2019,0,0
twitter,-,"O José Manuel Coelho em vez de pedir asilo político ao ""principado"" da Pontinha devia era pedir à vila de Cascais. Com o Salgado resultou...",fortuna et al,2019,0,0
twitter,-,Pra que horas ficou marcado o panelaço? https://t.co/YqyvR0JWLS,fortuna et al,2019,0,0
twitter,-,As trapalhadas de Alexandre de Moraes no governo das aparências https://t.co/LDV5lCbe6L por @user,fortuna et al,2019,0,0
twitter,-,A entrevista mais longa do Super Bowl com @user hoje à noite às 8:00 PM (0:00 [BR]). Divirta-se! https://t.co/2wVSIjP7oI,fortuna et al,2019,0,0
twitter,-,"@user 
Óbvio! Só não vê quem não quer.
#Trump #PNR",fortuna et al,2019,0,0
twitter,-,"@user 
+1 ""tolerante"" arrogante que se julga superior aos ""labregos"".
O teu sistema tem os dias contados. Ag _ https://t.co/Aq1zGqBFIr",fortuna et al,2019,0,0
twitter,-,@user antes toalhas do que bichos mortos.,fortuna et al,2019,0,0
twitter,-,"RT @user O teu Tweet em destaque na 2ª hora da @user
@user https://t.co/8EbIz20cSh",fortuna et al,2019,0,0
twitter,-,O falido @user foi forçado se desculpar aos seus assinantes pela pobre cobertura feita na minha vitória nas elei _ https://t.co/VFZ4y8j3ap,fortuna et al,2019,0,0
twitter,-,"A ameaça do terrorismo radical islâmico é bem real, veja o que acontece na Europa e no Oriente Médio. Os tribunais _ https://t.co/cyd14kyXY0",fortuna et al,2019,1,1
twitter,-,"Ñ conheço Putin, ñ tenho negócios na Rússia e os haters estão insanos - mas Obama pode negociar com o Iran, #1 em t _ https://t.co/m41QXLBhNz",fortuna et al,2019,0,0
twitter,-,"E o sacrifício de tantas famílias, empresas, desempregados, forçados à emigração, etc.?
Cortar nos privilégios dos _ https://t.co/uygbgcnL7n",fortuna et al,2019,0,0
twitter,-,"O @user nunes merece o título de maior youtuber do Brasil, e de respeito. Parabéns! #espiritosantocaos https://t.co/kKUTrzGX0a",fortuna et al,2019,0,0
twitter,-,O discurso de ódio vale contra quem é de Direita/Evangélico pra lacrar https://t.co/YFoSmKhZpJ,fortuna et al,2019,0,0
twitter,-,"Pra turma da USP, Moraes é muito ""partidarizado"" (???) e não pode ir pro STF.
Já Fachin ter defendido invasão de terra / MST (CRIME!!), ok.",fortuna et al,2019,0,0
twitter,-,"O problema nunca é a piada e sim se você é ou não esquerdista. Se for, pode zombar da PM que tá tudo lindo. Na hora _ https://t.co/ICdlGCEHob",fortuna et al,2019,0,0
twitter,-,"Discurso de ódio 'do bem' 2017: matar o Bolsonaro (pois querem calar ele e as pessoas que o apoiam).
Isso é a esqu _ https://t.co/AI4KeiX296",fortuna et al,2019,0,0
twitter,-,Pra esquerda (vagabundo) é assim: 'pegar' 40 mil reais de um trabalhador que ralou pra comprar aquilo é não fazer n _ https://t.co/WEQZ7unGSj,fortuna et al,2019,0,0
twitter,-,"Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
@user @user @user @user _ https://t.co/UfbPKWk0wr",fortuna et al,2019,0,0
twitter,-,"RT @user Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
@user @user @user @user 
https://t.co/SV9 _",fortuna et al,2019,0,0
twitter,-,RT @user Escutas e Interrogatórios a José Sócrates na Operação Marquês https://t.co/powAsdfjwH https://t.co/bCDnAjA6zE,fortuna et al,2019,0,0
twitter,-,"@user ""Glorificar o sexo""?? Sua família se resume a sexo?? Se é tão trivial, faça sexo c sua mulher no meio da rua então! #idiota",fortuna et al,2019,0,0
twitter,-,"O imbecil realmente não sabe a diferença entre um casal que se ama e PORNOGRAFIA INCENTIVADA NA TV.
Há 100 anos at _ https://t.co/PcsfCy8UWj",fortuna et al,2019,0,0
twitter,-,"Quanto ao #PlanoNacionalDeReformas, só há um mesmo eficaz: o #PNR!
O resto é conversa...",fortuna et al,2019,0,0
twitter,-,"@user Se é algo tão natural, vai transar c sua mulher na rua porra! E leva teus filhos tb! Se não for é um hipócrita!",fortuna et al,2019,0,0
twitter,-,"@user Ué, vai lá machão! Leva tua mulher pra galera ver!",fortuna et al,2019,1,1
twitter,-,"@user ""Lutam contra instintos"", ahahahahahaha!!!!!!!! Muito retardado... vaza vai, já teve teus 15 min de fama",fortuna et al,2019,0,0
twitter,-,A diferença de quem tem vergonha na cara vs vagabundo https://t.co/mi282DMTSe,fortuna et al,2019,0,0
twitter,-,"Companheiros, desconfiai sempre de malta que se indigna com a escassez de courgettes!...",fortuna et al,2019,0,0
twitter,-,"Mas como #espiritosantocaos ?? A iluminação pública das ruas não resolveu a situação??? Soltar pombinhas tb não?? E agora, @user ??",fortuna et al,2019,0,0
twitter,-,"@user @user Claro, ficou evidente pelo número de homicídios...",fortuna et al,2019,0,0
twitter,-,"@user @user Claro, a maior crise econômica dos últimos 20 ano se resolve em 6 meses... vc é perfil de comédia, né?",fortuna et al,2019,0,0
twitter,-,Uma honra receber a Associação Nacional de Xerifes na @user Incríveis homens & mulheres que protegem & serve _ https://t.co/bu6UD5yF16,fortuna et al,2019,0,0
twitter,-,@user Estou dizendo que vc é míope. Enxerga a sua rua e mais nada! Inclusive interpretação de texto,fortuna et al,2019,0,0
twitter,-,"Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
Não espere",fortuna et al,2019,0,0
twitter,-,Essa piada merece o Twitter não aquela outra rede social,fortuna et al,2019,0,0
twitter,-,"Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@user _ https://t.co/HvrmEdVsGk",fortuna et al,2019,0,0
twitter,-,Olha isso aqui @user ela apagou mas eu printei https://t.co/tUIuFGLlty,fortuna et al,2019,0,0
twitter,-,"RT @user ""conter ódio"" é o novo nome de CENSURA https://t.co/F1tgmU6G1c",fortuna et al,2019,0,0
twitter,-,"O NYT agora é médico. 
E tá se roendo com sua insignificância cada vez maior https://t.co/CRkeOXV7jN",fortuna et al,2019,0,0
twitter,-,"E o bacana é que a BBC apóia essa galera entrar indiscriminadamente nos EUA. Top, né? https://t.co/EPFRbE010f",fortuna et al,2019,1,1
twitter,-,"RT @user Usei o hi5 durante um dia, talvez uma manhã. Quando desativei a conta, disse à minha mulher: “esta cena, tipo, lol, kek _",fortuna et al,2019,0,0
twitter,-,Fala que odeia a PM agora @user https://t.co/dvJ4a2We4d,fortuna et al,2019,0,0
twitter,-,"Se os EUA não ganhar esta ação, como obviamente deveria, nunca teremos a segurança e conforto que merecemos. Politi _ https://t.co/AJ8LGvjjsZ",fortuna et al,2019,0,0
twitter,-,"O Henrique Raposo já terá dito que nada tem contra comunas ou fachos, pois até tem um amigo que é as duas coisas...",fortuna et al,2019,0,0
twitter,-,@user @user disse que isto aqui é uma cambada de comunas e fachos.,fortuna et al,2019,0,0
twitter,-,Dia 14 está a chegar https://t.co/WScYnE6PDh,fortuna et al,2019,0,0
twitter,-,"Após ter sido declarado persona non grata no Algarve e no Alentejo, Henrique Raposo corre agora risco de vida no Twitter. Resta-lhe o Tinder",fortuna et al,2019,0,0
twitter,-,"@user estás a insinuar que algarvios, alentejanos, comunas e fachos não passam de uma cambada de rabetas?!",fortuna et al,2019,1,1
twitter,-,@user o Santana é que os topa!,fortuna et al,2019,0,0
twitter,-,"@user como em qualquer outro jogo de casino, a Casa terá sempre de ganhar. E se for Santa!...",fortuna et al,2019,0,0
twitter,-,Lamentável que toda minha equipe ainda não tenha sido aprovada. O maior atraso da história do nosso país. Obstrução _ https://t.co/WUcwRgPKwe,fortuna et al,2019,0,0
twitter,-,"Conversarei com os Xerifes e Chefes de Polícia às 9:00 AM (13:00 [BR]) hoje e discutirei sobre a terrível, perigosa _ https://t.co/AeSh1mq1mk",fortuna et al,2019,0,0
twitter,-,"RT @user Semana da moda em Milão.
Uma imagem vale mais que mil palavras e é uma mostra da UE dos dias de hoje. https://t.co/Cf3pv _",fortuna et al,2019,0,0
twitter,-,"RT @user Começa (felizmente) a desenhar-se um bloco de alianças contra a podridão globazidora-mundialista.
@user @user _",fortuna et al,2019,0,0
twitter,-,"RT @user Já nada nos pára! Estamos juntos! @user 
#Portugal #RenovarPortugal https://t.co/9JCCA3QpwZ",fortuna et al,2019,0,0
twitter,-,Obg aos nossos grandes Xerifes e Chefes de Polícia pelo seu serviço & liderança. Vocês tem um verdadeiro amigo na _ https://t.co/1aOMPZ4whQ,fortuna et al,2019,0,0
twitter,-,"Sem dúvida que os nacionalistas falam a mesma linguagem. Cá como lá,
ao lado das forças da ordem!
@user _ https://t.co/I2517EBwMK",fortuna et al,2019,0,0
twitter,-,"Já nem me lembrava que o Tévez tinha trabalhado na Alfândega e uma vez teve de revistar o Rio Ferdinand.
Bons tempos https://t.co/naVHtWJlsR",fortuna et al,2019,0,0
twitter,-,Bem que a @user  poderia fazer o mesmo com o @user https://t.co/beuwpfNqaF,fortuna et al,2019,0,0
twitter,-,@user @user @user só estagiário se fode nessas,fortuna et al,2019,0,0
twitter,-,Minha filha Ivanka tem sido muito mal tratada pela @user Ela é uma grande pessoa -- sempre me motivando a faz _ https://t.co/0mW2oexqs8,fortuna et al,2019,0,0
twitter,-,16 Reportagens de Notícias Falsas Relatadas Desde a Vitória de Trump' https://t.co/eAg8EwPZ7q https://t.co/EKP64KSUOC,fortuna et al,2019,0,0
twitter,-,"Comigo na Câmara de Lisboa, a #Emel é que seria ""bloqueada"".
@user @user 
@user https://t.co/AFhVToC7Ta",fortuna et al,2019,0,0
twitter,-,"@user
E eu que pensava que era por causa da imigração...",fortuna et al,2019,0,0
twitter,-,"Li o Expresso durante um dia, talvez uma manhã. Quando terminei, disse à minha mulher: “Isto é perfeito para os avençados do BES”...",fortuna et al,2019,0,0
twitter,-,"@user não será antes, petinga?",fortuna et al,2019,0,0
twitter,-,"Qual é a dúvida? A Europa reage e cada vez serão mais!
Azar para a máfia dos governantes traidores e da comunicação _ https://t.co/HC0fTIbxF4",fortuna et al,2019,0,0
twitter,-,"""aparentemente sem ligações terroristas"" 
Mas não vêem que o Islão contém o ovo da serpente? Terrorista ou não, de _ https://t.co/RvGp9Y7MJu",fortuna et al,2019,1,1
twitter,-,"Grande aumento no tráfego pro nosso país em certas regiões, com nosso povo muito mais vulnerável, enquanto aguardam _ https://t.co/ozmDaNYj7v",fortuna et al,2019,0,0
twitter,-,"Um treinador que, aos 43 anos, já conseguiu a proeza de ter dispensado jogadores como Jonas e Aboubakar, não é um treinador qualquer...",fortuna et al,2019,0,0
twitter,-,"@user 
Então hoje debateram o ""PNR""?
Será que finalmente acabou o boicote e a censura ao meu partido?
@user @user",fortuna et al,2019,0,0
twitter,-,"@user 99% dos afegãos apoiam a sharia: https://t.co/tIyRCp1xBW 
Coisa linda realmente... receba eles na sua casa! Vai estudar!",fortuna et al,2019,1,1
twitter,-,"De acordo com @user , 99% (!!!) dos afegãos são a FAVOR da Sharia, a absurda lei islâmica! Mas o malvadão é _ https://t.co/XjoBF5JO5I",fortuna et al,2019,0,0
twitter,-,"RT @user Trump de Carvalho.
Encontrei isto na net. Não sei quem foi o génio. https://t.co/KgmGgaCTBd",fortuna et al,2019,0,0
twitter,-,"“Com o PNR, Coimbra tem mais encanto“ @user  
https://t.co/tulBhXhmTv 
#Coimbra #PNR #autarquicas2017 https://t.co/r82O5SriAR",fortuna et al,2019,0,0
twitter,-,O feminismo do “faça acontecer”* e outras variantes do feminismo empresarial falharam para a esmagadora maioria... https://t.co/nifAweAInR,fortuna et al,2019,0,0
twitter,-,"A @user e a @user são desde hoje,os nossos parceiros de media oficiais.
Isso significa conteúdos exclusivos _ https://t.co/DlkMFBCSk3",fortuna et al,2019,0,0
twitter,-,Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.,fortuna et al,2019,1,1
twitter,-,"RT @user Repita comigo:
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim
Não espere que ele vá mudar por mim 
N _",fortuna et al,2019,0,0
twitter,-,"Obrigado Brian Krzanich, CEO da @user Um grande investimento ($7 BILHÕES) em INOVAÇÃO e EMPREGOS Americanos! _ https://t.co/XWXvkPX2IG",fortuna et al,2019,0,0
twitter,-,Veto de Imigração É Uma das Ordens Mais Populares de Trump Até Agora' https://t.co/Rp8cH71KfH,fortuna et al,2019,0,0
twitter,-,Nas Principais Nações da UE Maioria Apoia Veto Estilo-Trump' Pesquisa de mais de 10.000 pessoas em 10 países... _ https://t.co/l0hYRE2tsK,fortuna et al,2019,0,0
twitter,-,Governo Trump tem sido visto com mais confiança que os jornais' https://t.co/PZ7Gs3oyeT https://t.co/8nDT28C1QR,fortuna et al,2019,0,0
